iy,ix,dx,dy,comb_score,p_jitter,null_median,null_q95,null_q99,q_bh
1,7,0.46875,0.09375,2.0437475135033494,4.999750012499375e-05,0.9297397270205665,1.1733647093768673,1.298890563125859,4.999750012499375e-05
1,8,0.53125,0.09375,2.0440381177838,4.999750012499375e-05,0.9298487101540363,1.1736405526796592,1.291433632217439,4.999750012499375e-05
1,9,0.59375,0.09375,2.035731078529295,4.999750012499375e-05,0.9247798010278383,1.1692530873266824,1.2945922903595655,4.999750012499375e-05
1,10,0.65625,0.09375,2.0351319836858024,4.999750012499375e-05,0.9254889836083926,1.1666464102664988,1.2889472986908985,4.999750012499375e-05
1,11,0.71875,0.09375,2.0404313550786726,4.999750012499375e-05,0.9274366904776364,1.170277053142341,1.28851181700815,4.999750012499375e-05
1,12,0.78125,0.09375,2.043550318562516,4.999750012499375e-05,0.9299984419763574,1.1720642150909377,1.2883394154678434,4.999750012499375e-05
1,13,0.84375,0.09375,2.0410138038648795,4.999750012499375e-05,0.9277246162670493,1.174191249738907,1.283456735791028,4.999750012499375e-05
1,14,0.90625,0.09375,2.0389491474372816,4.999750012499375e-05,0.9278608147969312,1.1707598726580395,1.3001420443098035,4.999750012499375e-05
1,15,0.96875,0.09375,2.042085055238869,4.999750012499375e-05,0.9262115191339462,1.1671975216711763,1.2872323210768342,4.999750012499375e-05
2,0,0.03125,0.15625,2.0454228497917244,4.999750012499375e-05,0.9269906955159315,1.1772962848427302,1.2940559331657313,4.999750012499375e-05
2,1,0.09375,0.15625,2.0401023362306745,4.999750012499375e-05,0.925425274484072,1.1703184654497711,1.289288916756932,4.999750012499375e-05
2,2,0.15625,0.15625,2.0442711762324417,4.999750012499375e-05,0.9312261038393654,1.1732966333209782,1.3008840229017997,4.999750012499375e-05
2,3,0.21875,0.15625,2.044572724979807,4.999750012499375e-05,0.9283325038152325,1.1735404643661513,1.2916911979767183,4.999750012499375e-05
2,4,0.28125,0.15625,2.0448565727362475,4.999750012499375e-05,0.9291238455195884,1.1729313969830044,1.2844167949652747,4.999750012499375e-05
